          pH	          mu	        Time	          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	         FeS	     Calcite	      Ca-PO4	      Pyrite	
      7.1237	  0.00125528	  0.0000e+00	  7.1237e+00	  1.1401e-04	  2.8002e-05	  1.8276e-04	  7.9005e-05	  5.0003e-06	  1.3301e-04	  4.0002e-06	  3.8002e-05	  9.0005e-06	  8.2287e+01	  7.9986e-01	  9.7898e-01	  9.9257e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
      7.1237	  0.00125528	  0.0000e+00	  7.1237e+00	  1.1401e-04	  2.8002e-05	  1.8276e-04	  7.9005e-05	  5.0003e-06	  1.3301e-04	  4.0002e-06	  3.8002e-05	  9.0005e-06	  8.2287e+01	  7.9986e-01	  9.7898e-01	  9.9257e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
     6.77656	   0.0143313	  1.0000e+00	  6.7766e+00	  7.8567e-04	  1.0784e-04	  2.9181e-03	  1.3120e-03	  3.0888e-05	  7.4475e-03	  8.1776e-04	  1.4043e-04	  4.4201e-04	  1.7854e+03	  2.9740e-01	  6.8869e-01	  8.7146e-01	  9.9789e-01	  4.4957e+00	  1.7780e+01	  1.0836e-04	  6.6936e-03	  4.9984e-01	  5.2414e-02	  5.2414e-02	  1.6087e-01	  2.3219e+01	  0.0000e+00	  0.0000e+00	  8.7443e-04	  1.4572e-03	
     6.73913	   0.0238626	  2.0000e+00	  6.7391e+00	  1.4463e-03	  1.4221e-04	  4.8979e-03	  2.2216e-03	  2.1208e-05	  1.3009e-02	  1.3794e-03	  1.7776e-04	  7.3299e-04	  2.9486e+03	  2.2693e-01	  5.7378e-01	  8.0660e-01	  9.9494e-01	  4.2911e+00	  1.7886e+01	  1.4682e-04	  6.2315e-03	  5.2340e-01	  5.2857e-02	  5.2857e-02	  2.3568e-01	  2.3144e+01	  0.0000e+00	  0.0000e+00	  9.0967e-04	  1.4438e-03	
     6.72387	   0.0324647	  3.0000e+00	  6.7239e+00	  2.1692e-03	  1.6996e-04	  6.6604e-03	  3.0390e-03	  1.6895e-05	  1.8084e-02	  1.8848e-03	  2.0423e-04	  1.0105e-03	  3.9702e+03	  1.9111e-01	  5.0067e-01	  7.5767e-01	  9.9151e-01	  4.0956e+00	  1.7987e+01	  1.8269e-04	  5.8484e-03	  5.4354e-01	  5.3321e-02	  5.3321e-02	  3.0873e-01	  2.3071e+01	  0.0000e+00	  0.0000e+00	  9.2925e-04	  1.4344e-03	
     6.71672	    0.040548	  4.0000e+00	  6.7167e+00	  2.9431e-03	  1.9483e-04	  8.2968e-03	  3.8032e-03	  1.4301e-05	  2.2895e-02	  2.3613e-03	  2.2547e-04	  1.2794e-03	  4.9128e+03	  1.6823e-01	  4.4813e-01	  7.1781e-01	  9.8772e-01	  3.9089e+00	  1.8085e+01	  2.1637e-04	  5.5252e-03	  5.6052e-01	  5.3802e-02	  5.3802e-02	  3.8001e-01	  2.3000e+01	  0.0000e+00	  0.0000e+00	  9.4261e-04	  1.4272e-03	
     6.71354	   0.0482804	  5.0000e+00	  6.7135e+00	  3.7591e-03	  2.1815e-04	  9.8454e-03	  4.5310e-03	  1.2518e-05	  2.7527e-02	  2.8194e-03	  2.4352e-04	  1.5419e-03	  5.8016e+03	  1.5193e-01	  4.0784e-01	  6.8408e-01	  9.8364e-01	  3.7305e+00	  1.8179e+01	  2.4819e-04	  5.2483e-03	  5.7461e-01	  5.4298e-02	  5.4298e-02	  4.4952e-01	  2.2930e+01	  0.0000e+00	  0.0000e+00	  9.5259e-04	  1.4213e-03	
     6.71258	    0.055749	  6.0000e+00	  6.7126e+00	  4.6102e-03	  2.4051e-04	  1.1327e-02	  5.2313e-03	  1.1196e-05	  3.2027e-02	  3.2641e-03	  2.5939e-04	  1.7992e-03	  6.6499e+03	  1.3954e-01	  3.7566e-01	  6.5485e-01	  9.7932e-01	  3.5602e+00	  1.8270e+01	  2.7840e-04	  5.0074e-03	  5.8608e-01	  5.4805e-02	  5.4805e-02	  5.1725e-01	  2.2863e+01	  0.0000e+00	  0.0000e+00	  9.6043e-04	  1.4163e-03	
     6.71296	   0.0630057	  7.0000e+00	  6.7130e+00	  5.4913e-03	  2.6224e-04	  1.2754e-02	  5.9094e-03	  1.0166e-05	  3.6421e-02	  3.6982e-03	  2.7365e-04	  2.0520e-03	  7.4657e+03	  1.2971e-01	  3.4919e-01	  6.2910e-01	  9.7479e-01	  3.3976e+00	  1.8356e+01	  3.0719e-04	  4.7953e-03	  5.9518e-01	  5.5322e-02	  5.5322e-02	  5.8320e-01	  2.2797e+01	  0.0000e+00	  0.0000e+00	  9.6680e-04	  1.4120e-03	
     6.71418	   0.0700842	  8.0000e+00	  6.7142e+00	  6.3981e-03	  2.8353e-04	  1.4134e-02	  6.5689e-03	  9.3372e-06	  4.0725e-02	  4.1235e-03	  2.8667e-04	  2.3009e-03	  8.2542e+03	  1.2166e-01	  3.2695e-01	  6.0614e-01	  9.7009e-01	  3.2423e+00	  1.8440e+01	  3.3472e-04	  4.6061e-03	  6.0216e-01	  5.5846e-02	  5.5846e-02	  6.4736e-01	  2.2733e+01	  0.0000e+00	  0.0000e+00	  9.7210e-04	  1.4082e-03	
     6.71594	   0.0770076	  9.0000e+00	  6.7159e+00	  7.3271e-03	  3.0451e-04	  1.5474e-02	  7.2122e-03	  8.6522e-06	  4.4952e-02	  4.5412e-03	  2.9870e-04	  2.5462e-03	  9.0190e+03	  1.1492e-01	  3.0794e-01	  5.8548e-01	  9.6525e-01	  3.0940e+00	  1.8519e+01	  3.6113e-04	  4.4357e-03	  6.0723e-01	  5.6375e-02	  5.6375e-02	  7.0974e-01	  2.2670e+01	  0.0000e+00	  0.0000e+00	  9.7658e-04	  1.4048e-03	
     6.71805	   0.0837927	  1.0000e+01	  6.7181e+00	  8.2755e-03	  3.2525e-04	  1.6778e-02	  7.8413e-03	  8.0753e-06	  4.9108e-02	  4.9522e-03	  3.0990e-04	  2.7881e-03	  9.7630e+03	  1.0916e-01	  2.9147e-01	  5.6673e-01	  9.6028e-01	  2.9524e+00	  1.8596e+01	  3.8650e-04	  4.2807e-03	  6.1061e-01	  5.6908e-02	  5.6908e-02	  7.7033e-01	  2.2610e+01	  0.0000e+00	  0.0000e+00	  9.8044e-04	  1.4017e-03	
     6.72038	   0.0904523	  1.1000e+01	  6.7204e+00	  9.2408e-03	  3.4581e-04	  1.8049e-02	  8.4576e-03	  7.5817e-06	  5.3202e-02	  5.3570e-03	  3.2041e-04	  3.0269e-03	  1.0488e+04	  1.0418e-01	  2.7704e-01	  5.4962e-01	  9.5521e-01	  2.8173e+00	  1.8670e+01	  4.1094e-04	  4.1384e-03	  6.1249e-01	  5.7443e-02	  5.7443e-02	  8.2915e-01	  2.2551e+01	  0.0000e+00	  0.0000e+00	  9.8378e-04	  1.3989e-03	
