          pH	          mu	        Time	          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	         FeS	     Calcite	      Ca-PO4	      Pyrite	
      7.1237	  0.00125528	  0.0000e+00	  7.1237e+00	  1.1401e-04	  2.8002e-05	  1.8276e-04	  7.9005e-05	  5.0003e-06	  1.3301e-04	  4.0002e-06	  3.8002e-05	  9.0005e-06	  8.2287e+01	  7.9986e-01	  9.7898e-01	  9.9257e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
      7.1237	  0.00125528	  0.0000e+00	  7.1237e+00	  1.1401e-04	  2.8002e-05	  1.8276e-04	  7.9005e-05	  5.0003e-06	  1.3301e-04	  4.0002e-06	  3.8002e-05	  9.0005e-06	  8.2287e+01	  7.9986e-01	  9.7898e-01	  9.9257e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
     6.93486	  0.00633203	  1.0000e+00	  6.9349e+00	  3.4042e-04	  6.9963e-05	  1.1857e-03	  5.4167e-04	  4.5399e-05	  2.1338e-03	  6.7313e-04	  9.3005e-05	  2.9645e-04	  7.4169e+02	  4.4552e-01	  8.4076e-01	  9.4074e-01	  9.9955e-01	  4.6340e+00	  1.5940e+01	  1.7584e+00	  1.9614e-01	  6.4314e-01	  5.2532e-02	  5.2532e-02	  2.0398e-01	  2.3280e+01	  0.0000e+00	  0.0000e+00	  7.5257e-04	  1.4188e-03	
     6.96698	   0.0097311	  2.0000e+00	  6.9670e+00	  4.9745e-04	  8.8494e-05	  1.8688e-03	  8.6637e-04	  2.3063e-05	  3.6091e-03	  1.0826e-03	  1.1518e-04	  4.8929e-04	  1.1582e+03	  3.6727e-01	  7.7252e-01	  9.1158e-01	  9.9901e-01	  4.5803e+00	  1.5970e+01	  1.7533e+00	  4.1697e-02	  7.0707e-01	  5.3160e-02	  5.3160e-02	  3.2238e-01	  2.3162e+01	  0.0000e+00	  0.0000e+00	  8.5771e-04	  1.4047e-03	
     7.01888	   0.0127036	  3.0000e+00	  7.0189e+00	  6.5150e-04	  1.0286e-04	  2.4663e-03	  1.1552e-03	  1.3742e-05	  4.9143e-03	  1.4267e-03	  1.3112e-04	  6.7170e-04	  1.5127e+03	  3.2327e-01	  7.2275e-01	  8.8839e-01	  9.9842e-01	  4.5355e+00	  1.5995e+01	  1.7495e+00	  1.5261e-02	  7.1702e-01	  5.3821e-02	  5.3821e-02	  3.6086e-01	  2.3123e+01	  0.0000e+00	  0.0000e+00	  9.1567e-04	  1.3993e-03	
     7.07352	   0.0154336	  4.0000e+00	  7.0735e+00	  8.0742e-04	  1.1523e-04	  3.0138e-03	  1.4231e-03	  8.9925e-06	  6.1235e-03	  1.7376e-03	  1.4395e-04	  8.4611e-04	  1.8330e+03	  2.9340e-01	  6.8309e-01	  8.6858e-01	  9.9779e-01	  4.4961e+00	  1.6018e+01	  1.7458e+00	  1.2341e-02	  7.1639e-01	  5.4484e-02	  5.4484e-02	  3.8357e-01	  2.3100e+01	  0.0000e+00	  0.0000e+00	  9.5141e-04	  1.3970e-03	
     7.12652	   0.0179992	  5.0000e+00	  7.1265e+00	  9.6628e-04	  1.2643e-04	  3.5266e-03	  1.6764e-03	  6.2830e-06	  7.2683e-03	  2.0279e-03	  1.5484e-04	  1.0139e-03	  2.1303e+03	  2.7119e-01	  6.5003e-01	  8.5105e-01	  9.9713e-01	  4.4603e+00	  1.6039e+01	  1.7421e+00	  1.1565e-02	  7.1418e-01	  5.5144e-02	  5.5144e-02	  4.0387e-01	  2.3080e+01	  0.0000e+00	  0.0000e+00	  9.7487e-04	  1.3957e-03	
     7.17676	   0.0204423	  6.0000e+00	  7.1768e+00	  1.1282e-03	  1.3684e-04	  4.0131e-03	  1.9188e-03	  4.6080e-06	  8.3657e-03	  2.3038e-03	  1.6440e-04	  1.1760e-03	  2.4107e+03	  2.5373e-01	  6.2169e-01	  8.3523e-01	  9.9644e-01	  4.4273e+00	  1.6058e+01	  1.7385e+00	  1.1087e-02	  7.1134e-01	  5.5802e-02	  5.5802e-02	  4.2312e-01	  2.3061e+01	  0.0000e+00	  0.0000e+00	  9.9089e-04	  1.3949e-03	
     7.22412	   0.0227886	  7.0000e+00	  7.2241e+00	  1.2932e-03	  1.4669e-04	  4.4786e-03	  2.1525e-03	  3.5071e-06	  9.4259e-03	  2.5687e-03	  1.7298e-04	  1.3333e-03	  2.6778e+03	  2.3949e-01	  5.9693e-01	  8.2074e-01	  9.9572e-01	  4.3965e+00	  1.6076e+01	  1.7348e+00	  1.0725e-02	  7.0806e-01	  5.6455e-02	  5.6455e-02	  4.4162e-01	  2.3042e+01	  0.0000e+00	  0.0000e+00	  1.0022e-03	  1.3942e-03	
     7.26886	    0.025055	  8.0000e+00	  7.2689e+00	  1.4608e-03	  1.5613e-04	  4.9265e-03	  2.3789e-03	  2.7476e-06	  1.0455e-02	  2.8249e-03	  1.8079e-04	  1.4864e-03	  2.9340e+03	  2.2756e-01	  5.7498e-01	  8.0735e-01	  9.9498e-01	  4.3675e+00	  1.6094e+01	  1.7312e+00	  1.0439e-02	  7.0445e-01	  5.7105e-02	  5.7105e-02	  4.5951e-01	  2.3024e+01	  0.0000e+00	  0.0000e+00	  1.0103e-03	  1.3936e-03	
     7.31127	   0.0272534	  9.0000e+00	  7.3113e+00	  1.6310e-03	  1.6523e-04	  5.3594e-03	  2.5991e-03	  2.2026e-06	  1.1459e-02	  3.0740e-03	  1.8799e-04	  1.6358e-03	  3.1811e+03	  2.1736e-01	  5.5531e-01	  7.9487e-01	  9.9422e-01	  4.3399e+00	  1.6110e+01	  1.7276e+00	  1.0207e-02	  7.0057e-01	  5.7750e-02	  5.7750e-02	  4.7689e-01	  2.3007e+01	  0.0000e+00	  0.0000e+00	  1.0163e-03	  1.3930e-03	
     7.35167	   0.0293926	  1.0000e+01	  7.3517e+00	  1.8034e-03	  1.7407e-04	  5.7791e-03	  2.8138e-03	  1.7990e-06	  1.2440e-02	  3.3169e-03	  1.9468e-04	  1.7818e-03	  3.4201e+03	  2.0850e-01	  5.3752e-01	  7.8319e-01	  9.9345e-01	  4.3137e+00	  1.6126e+01	  1.7240e+00	  1.0015e-02	  6.9650e-01	  5.8390e-02	  5.8390e-02	  4.9383e-01	  2.2990e+01	  0.0000e+00	  0.0000e+00	  1.0209e-03	  1.3924e-03	
     7.36265	   0.0313267	  1.1000e+01	  7.3627e+00	  1.9730e-03	  1.8225e-04	  6.1525e-03	  3.0068e-03	  1.6479e-06	  1.3421e-02	  3.5617e-03	  2.0040e-04	  1.7659e-03	  3.6397e+03	  2.0111e-01	  5.2218e-01	  7.7279e-01	  9.9270e-01	  4.2884e+00	  1.6142e+01	  1.7204e+00	  9.8617e-03	  6.9226e-01	  5.9026e-02	  5.9026e-02	  5.1039e-01	  2.2974e+01	  0.0000e+00	  3.9284e-03	  1.0225e-03	  1.3894e-03	
